mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
2.3,"34 km WSW of Ackerly, Texas",1726568539073,1726576832050,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024shvk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024shvk&format=geojson,,,,,reviewed,0,81,tx,2024shvk,",tx2024shvk,",",tx,",",origin,phase-data,",25.0,0.1,0.1,43.0,ml,earthquake,"M 2.3 - 34 km WSW of Ackerly, Texas"
0.36,"54 km S of Virginia City, Montana",1726568507320,1726603154120,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90061663,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90061663&format=geojson,,,,,reviewed,0,2,mb,90061663,",mb90061663,",",mb,",",origin,phase-data,",7.0,0.1747,0.26,201.0,ml,earthquake,"M 0.4 - 54 km S of Virginia City, Montana"
0.5,"3 km ENE of Carter Springs, Nevada",1726568455901,1726615515242,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00884797,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00884797&format=geojson,,,,,reviewed,0,4,nn,00884797,",nn00884797,",",nn,",",origin,phase-data,",4.0,0.024,0.0994,222.05,ml,earthquake,"M 0.5 - 3 km ENE of Carter Springs, Nevada"
1.76999998,"7 km SSE of Volcano, Hawaii",1726568264460,1726568348890,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74467347,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74467347&format=geojson,,,,,automatic,0,48,hv,74467347,",hv74467347,",",hv,",",origin,phase-data,",13.0,0.0101,0.150000006,117.0,md,earthquake,"M 1.8 - 7 km SSE of Volcano, Hawaii"
1.5,"55 km NNW of Yakutat, Alaska",1726567948489,1726568117143,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bztajq8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bztajq8&format=geojson,,,,,automatic,0,35,ak,024bztajq8,",ak024bztajq8,",",ak,",",origin,phase-data,",,,0.58,,ml,earthquake,"M 1.5 - 55 km NNW of Yakutat, Alaska"
1.74000001,"11 km S of Fern Forest, Hawaii",1726567840710,1726567950000,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74467337,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74467337&format=geojson,,,,,automatic,0,47,hv,74467337,",hv74467337,",",hv,",",origin,phase-data,",29.0,0.02728,0.310000002,175.0,md,earthquake,"M 1.7 - 11 km S of Fern Forest, Hawaii"
1.06,"5 km SE of Interlaken, CA",1726567641470,1726596724409,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75063026,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75063026&format=geojson,,,,,reviewed,0,17,nc,75063026,",nc75063026,",",nc,",",nearby-cities,origin,phase-data,",29.0,0.01486,0.1,56.0,md,earthquake,"M 1.1 - 5 km SE of Interlaken, CA"
1.93,"9 km SE of Volcano, Hawaii",1726567630900,1726567804990,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74467332,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74467332&format=geojson,,,,,automatic,0,57,hv,74467332,",hv74467332,",",hv,",",origin,phase-data,",21.0,0.007719,0.239999995,178.0,ml,earthquake,"M 1.9 - 9 km SE of Volcano, Hawaii"
1.81,"10 km SE of Volcano, Hawaii",1726567056060,1726609219630,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74467317,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74467317&format=geojson,,,,,reviewed,0,50,hv,74467317,",hv74467317,",",hv,",",origin,phase-data,",30.0,0.006911,0.13,137.0,ml,earthquake,"M 1.8 - 10 km SE of Volcano, Hawaii"
1.49,"3 km N of Malibu, CA",1726566380050,1726582071118,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40735759,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40735759&format=geojson,,,,,reviewed,0,34,ci,40735759,",ci40735759,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.02568,0.21,100.0,ml,earthquake,"M 1.5 - 3 km N of Malibu, CA"
1.2,"55 km SSE of Glacier View, Alaska",1726566359871,1726566533790,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bzsw96b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bzsw96b&format=geojson,,,,,automatic,0,22,ak,024bzsw96b,",ak024bzsw96b,",",ak,",",origin,phase-data,",,,0.73,,ml,earthquake,"M 1.2 - 55 km SSE of Glacier View, Alaska"
1.57,"18 km NE of Mineral, CA",1726566253760,1726597538971,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75063016,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75063016&format=geojson,,,,,reviewed,0,38,nc,75063016,",nc75063016,",",nc,",",nearby-cities,origin,phase-data,",10.0,0.0648,0.07,92.0,md,earthquake,"M 1.6 - 18 km NE of Mineral, CA"
0.9,"26 km SSE of Chickaloon, Alaska",1726566120181,1726566239975,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bzsvhf6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bzsvhf6&format=geojson,,,,,automatic,0,12,ak,024bzsvhf6,",ak024bzsvhf6,",",ak,",",origin,phase-data,",,,0.22,,ml,earthquake,"M 0.9 - 26 km SSE of Chickaloon, Alaska"
0.9,"18 km NE of Mineral, CA",1726565934650,1726597387807,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75063011,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75063011&format=geojson,,,,,reviewed,0,12,nc,75063011,",nc75063011,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.06597,0.04,151.0,md,earthquake,"M 0.9 - 18 km NE of Mineral, CA"
1.48,"15 km SW of Thatcher, Utah",1726565643470,1726579242240,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80082731,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80082731&format=geojson,,,,,reviewed,0,34,uu,80082731,",uu80082731,",",uu,",",origin,phase-data,",21.0,0.08616,0.17,126.0,ml,earthquake,"M 1.5 - 15 km SW of Thatcher, Utah"
-0.07,"37 km NNE of Amboy, Washington",1726565265500,1726721771200,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62038737,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62038737&format=geojson,,,,,reviewed,0,0,uw,62038737,",uw62038737,",",uw,",",origin,phase-data,",6.0,0.0324,0.11,263.0,mh,earthquake,"M -0.1 - 37 km NNE of Amboy, Washington"
2.1,"94 km ESE of Nikolai, Alaska",1726564888297,1726565003345,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bzsr1jx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bzsr1jx&format=geojson,,,,,automatic,0,68,ak,024bzsr1jx,",ak024bzsr1jx,",",ak,",",origin,phase-data,",,,0.99,,ml,earthquake,"M 2.1 - 94 km ESE of Nikolai, Alaska"
1.6,"63 km W of Anchor Point, Alaska",1726564642658,1726564774037,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bzsq695,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bzsq695&format=geojson,,,,,automatic,0,39,ak,024bzsq695,",ak024bzsq695,",",ak,",",origin,phase-data,",,,0.3,,ml,earthquake,"M 1.6 - 63 km W of Anchor Point, Alaska"
1.0,"37 km NNW of Toyah, Texas",1726564249106,1726586451896,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024shsz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024shsz&format=geojson,,,,,reviewed,0,15,tx,2024shsz,",tx2024shsz,",",tx,",",origin,phase-data,",21.0,0.0,0.1,44.0,ml,earthquake,"M 1.0 - 37 km NNW of Toyah, Texas"
1.62,"2 km SSW of Honaunau-Napoopoo, Hawaii",1726564142010,1726616607240,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74467197,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74467197&format=geojson,,,,,reviewed,0,40,hv,74467197,",hv74467197,",",hv,",",origin,phase-data,",24.0,0.06446,0.18,147.0,ml,earthquake,"M 1.6 - 2 km SSW of Honaunau-Napoopoo, Hawaii"
0.56,"6 km S of Idyllwild, CA",1726563981030,1726582065372,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40735751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40735751&format=geojson,,,,,reviewed,0,5,ci,40735751,",ci40735751,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.02562,0.12,62.0,ml,earthquake,"M 0.6 - 6 km S of Idyllwild, CA"
0.59,"0 km W of The Geysers, CA",1726563728460,1726705987858,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75063001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75063001&format=geojson,,,,,reviewed,0,5,nc,75063001,",nc75063001,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.007982,0.02,65.0,md,earthquake,"M 0.6 - 0 km W of The Geysers, CA"
5.0,"Kermadec Islands, New Zealand",1726563639071,1726564786040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000neg5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000neg5&format=geojson,,,,,reviewed,0,385,us,7000neg5,",us7000neg5,",",us,",",origin,phase-data,",30.0,1.602,1.39,127.0,mb,earthquake,"M 5.0 - Kermadec Islands, New Zealand"
1.96,"10 km SE of Volcano, Hawaii",1726563462420,1726609753910,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74467182,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74467182&format=geojson,,,,,reviewed,0,59,hv,74467182,",hv74467182,",",hv,",",origin,phase-data,",26.0,0.01063,0.1,82.0,ml,earthquake,"M 2.0 - 10 km SE of Volcano, Hawaii"
1.57,"10 km SE of Volcano, Hawaii",1726563320860,1726610216600,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74467177,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74467177&format=geojson,,,,,reviewed,0,38,hv,74467177,",hv74467177,",",hv,",",origin,phase-data,",29.0,0.006612,0.11,136.0,ml,earthquake,"M 1.6 - 10 km SE of Volcano, Hawaii"
1.8,"9 km SSW of Fern Forest, Hawaii",1726563073250,1726563246420,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74467167,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74467167&format=geojson,,,,,automatic,0,50,hv,74467167,",hv74467167,",",hv,",",origin,phase-data,",39.0,0.005162,0.349999994,79.0,ml,earthquake,"M 1.8 - 9 km SSW of Fern Forest, Hawaii"
1.3,"9 km S of Fern Forest, Hawaii",1726562791980,1726610905090,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74467162,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74467162&format=geojson,,,,,reviewed,0,26,hv,74467162,",hv74467162,",",hv,",",origin,phase-data,",20.0,0.01949,0.1,143.0,ml,earthquake,"M 1.3 - 9 km S of Fern Forest, Hawaii"
1.3,"34 km WSW of Ackerly, Texas",1726562742769,1726585918852,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024shsd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024shsd&format=geojson,,,,,reviewed,0,26,tx,2024shsd,",tx2024shsd,",",tx,",",origin,phase-data,",16.0,0.0,0.1,82.0,ml,earthquake,"M 1.3 - 34 km WSW of Ackerly, Texas"
1.2,"28 km SSE of Tonsina, Alaska",1726562399641,1726562485455,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bzs9j98,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bzs9j98&format=geojson,,,,,automatic,0,22,ak,024bzs9j98,",ak024bzs9j98,",",ak,",",origin,phase-data,",,,0.52,,ml,earthquake,"M 1.2 - 28 km SSE of Tonsina, Alaska"
0.63,"3 km WSW of Anderson Springs, CA",1726562349760,1726705746068,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75062996,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75062996&format=geojson,,,,,reviewed,0,6,nc,75062996,",nc75062996,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.005656,0.03,66.0,md,earthquake,"M 0.6 - 3 km WSW of Anderson Springs, CA"
1.86,"14 km NE of Pāhala, Hawaii",1726562349000,1726562523540,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74467147,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74467147&format=geojson,,,,,automatic,0,53,hv,74467147,",hv74467147,",",hv,",",origin,phase-data,",50.0,0.04826,0.219999999,122.0,ml,earthquake,"M 1.9 - 14 km NE of Pāhala, Hawaii"
1.49,"10 km SE of Volcano, Hawaii",1726562168990,1726611323830,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74467137,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74467137&format=geojson,,,,,reviewed,0,34,hv,74467137,",hv74467137,",",hv,",",origin,phase-data,",25.0,0.01259,0.13,137.0,ml,earthquake,"M 1.5 - 10 km SE of Volcano, Hawaii"
1.7,"56 km S of Whites City, New Mexico",1726562137445,1726586464908,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024shru,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024shru&format=geojson,,,,,reviewed,0,44,tx,2024shru,",tx2024shru,",",tx,",",origin,phase-data,",34.0,0.1,0.1,58.0,ml,earthquake,"M 1.7 - 56 km S of Whites City, New Mexico"
4.8,Macquarie Island region,1726562100374,1726565087040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000neg0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000neg0&format=geojson,,,,,reviewed,0,354,us,7000neg0,",us7000neg0,",",us,",",origin,phase-data,",31.0,0.145,0.77,122.0,mb,earthquake,M 4.8 - Macquarie Island region
1.93,"8 km SE of Volcano, Hawaii",1726562017970,1726562192910,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74467127,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74467127&format=geojson,,,,,automatic,0,57,hv,74467127,",hv74467127,",",hv,",",origin,phase-data,",34.0,0.03485,0.319999993,72.0,ml,earthquake,"M 1.9 - 8 km SE of Volcano, Hawaii"
4.9,"41 km ESE of Ürümqi, China",1726561980573,1726564251040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000nefx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000nefx&format=geojson,,,,,reviewed,0,369,us,7000nefx,",us7000nefx,",",us,",",origin,phase-data,",80.0,4.423,1.15,45.0,mb,earthquake,"M 4.9 - 41 km ESE of Ürümqi, China"
0.76,"6 km WNW of Cobb, CA",1726561816740,1726568534904,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75062991,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75062991&format=geojson,,,,,automatic,0,9,nc,75062991,",nc75062991,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.008407,0.02,40.0,md,earthquake,"M 0.8 - 6 km WNW of Cobb, CA"
1.71000004,"9 km SE of Volcano, Hawaii",1726561486030,1726561578190,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74467097,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74467097&format=geojson,,,,,automatic,0,45,hv,74467097,",hv74467097,",",hv,",",origin,phase-data,",12.0,0.04035,0.200000003,131.0,md,earthquake,"M 1.7 - 9 km SE of Volcano, Hawaii"
1.11,"19 km W of Pony, Montana",1726561381930,1726585342360,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90061633,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90061633&format=geojson,,,,,reviewed,0,19,mb,90061633,",mb90061633,",",mb,",",origin,phase-data,",15.0,0.2325,0.11,63.0,ml,earthquake,"M 1.1 - 19 km W of Pony, Montana"
1.31,"9 km SE of Volcano, Hawaii",1726561186580,1726611707130,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74467092,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74467092&format=geojson,,,,,reviewed,0,26,hv,74467092,",hv74467092,",",hv,",",origin,phase-data,",21.0,0.01077,0.1,130.0,ml,earthquake,"M 1.3 - 9 km SE of Volcano, Hawaii"
2.09,"10 km SSW of Fern Forest, Hawaii",1726560908810,1726592611900,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74467087,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74467087&format=geojson,,,,,reviewed,0,67,hv,74467087,",hv74467087,",",hv,",",origin,phase-data,",27.0,0.00681,0.11,137.0,ml,earthquake,"M 2.1 - 10 km SSW of Fern Forest, Hawaii"
2.0300000000000002,"45 km ESE of Ucluelet, Canada",1726560810970,1726896168583,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62038732,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62038732&format=geojson,2.0,2.0,,,reviewed,0,64,uw,62038732,",uw62038732,",",uw,",",dyfi,origin,phase-data,",5.0,0.1201,1.14,180.0,ml,earthquake,"M 2.0 - 45 km ESE of Ucluelet, Canada"
1.1,"21 km ESE of Yosemite Valley, CA",1726560364380,1726564396203,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75062986,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75062986&format=geojson,,,,,reviewed,0,19,nc,75062986,",nc75062986,",",nc,",",nearby-cities,origin,phase-data,",21.0,0.2201,0.04,324.0,md,earthquake,"M 1.1 - 21 km ESE of Yosemite Valley, CA"
0.22,"2 km ESE of The Geysers, CA",1726560178630,1726702671889,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75062981,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75062981&format=geojson,,,,,reviewed,0,1,nc,75062981,",nc75062981,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.01212,0.03,67.0,md,earthquake,"M 0.2 - 2 km ESE of The Geysers, CA"
1.2,"9 km SW of Schurz, Nevada",1726559803321,1726595311660,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00884777,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00884777&format=geojson,,,,,reviewed,0,22,nn,00884777,",nn00884777,",",nn,",",origin,phase-data,",13.0,0.288,0.1559,91.09999999999997,ml,earthquake,"M 1.2 - 9 km SW of Schurz, Nevada"
0.68,"11 km W of Packwood, Washington",1726559402550,1726591247640,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62038727,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62038727&format=geojson,,,,,reviewed,0,7,uw,62038727,",uw62038727,",",uw,",",origin,phase-data,",35.0,0.1145,0.1,142.0,ml,earthquake,"M 0.7 - 11 km W of Packwood, Washington"
1.12,"13 km WNW of Toms Place, CA",1726559109350,1726612908340,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75062976,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75062976&format=geojson,,,,,reviewed,0,19,nc,75062976,",nc75062976,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.01596,0.02,184.0,md,earthquake,"M 1.1 - 13 km WNW of Toms Place, CA"
0.74,"6 km NNW of The Geysers, CA",1726559073990,1726564165340,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75062971,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75062971&format=geojson,,,,,automatic,0,8,nc,75062971,",nc75062971,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.006044,0.01,108.0,md,earthquake,"M 0.7 - 6 km NNW of The Geysers, CA"
1.3,"23 km NNW of Valdez, Alaska",1726559055102,1726559163709,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bzrp2sm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bzrp2sm&format=geojson,,,,,automatic,0,26,ak,024bzrp2sm,",ak024bzrp2sm,",",ak,",",origin,phase-data,",,,1.23,,ml,earthquake,"M 1.3 - 23 km NNW of Valdez, Alaska"
1.78,"8 km ESE of Brawley, CA",1726558965850,1726592969675,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40735743,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40735743&format=geojson,,,,,reviewed,0,49,ci,40735743,",ci40735743,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.08319,0.2,258.0,ml,earthquake,"M 1.8 - 8 km ESE of Brawley, CA"
1.21,"11 km SSW of Fern Forest, Hawaii",1726558754660,1726615974420,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74467007,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74467007&format=geojson,,,,,reviewed,0,23,hv,74467007,",hv74467007,",",hv,",",origin,phase-data,",10.0,0.01488,0.13,155.0,ml,earthquake,"M 1.2 - 11 km SSW of Fern Forest, Hawaii"
0.59,"10 km NW of The Geysers, CA",1726558693040,1726562665157,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75062966,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75062966&format=geojson,,,,,automatic,0,5,nc,75062966,",nc75062966,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.003053,0.02,80.0,md,earthquake,"M 0.6 - 10 km NW of The Geysers, CA"
0.95,"10 km NW of The Geysers, CA",1726558687140,1726560866943,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75062961,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75062961&format=geojson,,,,,automatic,0,14,nc,75062961,",nc75062961,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.0171,0.03,98.0,md,earthquake,"M 1.0 - 10 km NW of The Geysers, CA"
1.9,"13 km NE of Chignik, Alaska",1726558484038,1726558627557,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bzrmzv7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bzrmzv7&format=geojson,,,,,automatic,0,56,ak,024bzrmzv7,",ak024bzrmzv7,",",ak,",",origin,phase-data,",,,0.22,,ml,earthquake,"M 1.9 - 13 km NE of Chignik, Alaska"
1.75,"9 km SSW of Fern Forest, Hawaii",1726558028240,1726558201430,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74466977,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74466977&format=geojson,,,,,automatic,0,47,hv,74466977,",hv74466977,",",hv,",",origin,phase-data,",26.0,0.005858,0.300000012,120.0,ml,earthquake,"M 1.8 - 9 km SSW of Fern Forest, Hawaii"
1.33,"10 km SSW of Fern Forest, Hawaii",1726557985360,1726620398400,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74466972,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74466972&format=geojson,,,,,reviewed,0,27,hv,74466972,",hv74466972,",",hv,",",origin,phase-data,",15.0,0.01218,0.12,184.0,ml,earthquake,"M 1.3 - 10 km SSW of Fern Forest, Hawaii"
1.95,"5 km SSW of Volcano, Hawaii",1726557667710,1726616334280,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74466952,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74466952&format=geojson,,,,,reviewed,0,58,hv,74466952,",hv74466952,",",hv,",",origin,phase-data,",21.0,0.00402,0.11,46.0,ml,earthquake,"M 2.0 - 5 km SSW of Volcano, Hawaii"
